L        beta       energy       spec-heat    abs-magnet   suscept
123      0.4779      -0.824167        0.578438             0.753374       170.861302
123      0.4224      -0.620280        0.255833             0.126028        34.078058
123      0.3814      -0.506923        0.109503             0.036681         4.727885
123      0.4332      -0.660571        0.352729             0.140579        64.862869
123      0.3976      -0.545437        0.207074             0.035090         4.477749
123      0.4107      -0.584512        0.283962             0.071276        14.462371
123      0.3543      -0.448131        0.119562             0.028405         1.814328
123      0.2719      -0.309055        0.044220             0.015474         0.520873
123      0.4672      -0.809798        0.276621             0.841906         1.256628
123      0.5504      -0.925035        0.111915             0.953854         0.107025
123      0.4798      -0.837651        0.201919             0.875191         0.683993
123      0.4949      -0.865362        0.174442             0.904606         0.490186
123      0.4559      -0.776936        0.307068             0.787000         3.024939
123      0.5151      -0.890756        0.237152             0.910804        16.464038
123      0.4347      -0.668418        0.267573             0.085929        26.820786
123      0.3996      -0.550819        0.252894             0.048241         7.357762
123      0.3840      -0.511931        0.151200             0.040917         4.740410
123      0.4452      -0.713288        0.446627             0.380679        81.161468
123      0.4239      -0.629705        0.361356             0.125854        56.423266
123      0.3586      -0.457291        0.121706             0.028787         2.383103
123      0.4125      -0.587708        0.215601             0.065374        20.618322
123      0.2965      -0.345944        0.071692             0.017187         0.685980
123      0.4689      -0.814669        0.240255             0.849297         1.248885
123      0.5590      -0.931962        0.086127             0.958477         0.092476
123      0.4974      -0.867987        0.180490             0.907312         0.412506
123      0.4818      -0.841251        0.258200             0.880337         0.878768
123      0.4574      -0.784435        0.311487             0.805868         2.952930
123      0.4362      -0.679728        0.480323             0.400488       117.524272
123      0.5188      -0.896132        0.144280             0.931596         0.239942
123      0.4467      -0.745817        0.326114             0.741843         5.078346
123      0.3865      -0.519221        0.158778             0.044265         6.690662
123      0.4016      -0.558202        0.166815             0.058769        11.635445
123      0.4142      -0.593993        0.272197             0.076683        16.749795
123      0.3626      -0.464299        0.146177             0.029625         3.041933
123      0.4255      -0.631229        0.278054             0.101954        35.082044
123      0.3115      -0.370913        0.081839             0.019408         1.093742
123      0.5698      -0.939031        0.113736             0.963458         0.101600
123      0.4706      -0.818396        0.277574             0.853747         1.235096
123      0.5000      -0.873021        0.217210             0.911442         0.473490
123      0.4838      -0.846483        0.223437             0.886326         0.552421
123      0.5228      -0.901136        0.148444             0.935554         0.202943
123      0.4590      -0.784674        0.307263             0.800389         3.802880
123      0.4377      -0.689940        0.633333             0.477630       124.191264
123      0.3888      -0.524805        0.252368             0.037928         5.754164
123      0.4482      -0.748428        0.347817             0.739059         7.009150
123      0.4159      -0.601557        0.371612             0.094929        25.022943
123      0.4271      -0.635122        0.357806             0.124023        55.005926
123      0.3662      -0.471453        0.137501             0.031896         3.350981
123      0.4035      -0.561506        0.223949             0.042943         8.327385
123      0.3224      -0.389476        0.098892             0.021117         1.332070
123      0.4859      -0.849488        0.258629             0.887529         1.027848
123      0.5848      -0.920645        0.106884             0.208069        17.682341
123      0.5027      -0.876688        0.150847             0.915111         0.333463
123      0.4724      -0.824426        0.258777             0.862559         1.084832
123      0.5271      -0.905407        0.124676             0.938788         0.141345
123      0.4606      -0.791152        0.305184             0.813799         2.117793
123      0.4392      -0.692506        0.422352             0.427558        47.239186
123      0.3911      -0.530535        0.200695             0.043590         4.244922
123      0.4497      -0.754343        0.495952             0.734358        16.071929
123      0.4054      -0.568792        0.234132             0.055701        10.164418
123      0.4286      -0.642152        0.294663             0.168044        94.755895
123      0.4175      -0.603041        0.264977             0.084709        17.333099
123      0.3696      -0.480267        0.142450             0.033201         3.614232
123      0.3310      -0.404766        0.088372             0.022202         1.379085
123      1.0000      -0.998663        0.005853             0.999318         0.001574
123      0.4880      -0.853655        0.192400             0.893048         0.484395
123      0.5055      -0.879319        0.191095             0.917180         0.342647
123      0.4742      -0.826364        0.242183             0.863284         1.037008
123      0.5318      -0.909501        0.159730             0.942147         0.175404
123      0.4622      -0.797433        0.291165             0.826541         2.075506
123      0.4407      -0.713899        0.526458             0.635560        28.875866
123      0.4512      -0.741700        0.537912             0.445394       245.561967
123      0.3933      -0.535746        0.164760             0.042855         7.026714
123      0.4072      -0.572498        0.306219             0.073275        21.308803
123      0.4301      -0.656198        0.435939             0.289796       128.312113
123      0.4192      -0.610352        0.385607             0.114955        27.644598
123      0.3728      -0.487262        0.168123             0.033008         3.053709
123      0.3381      -0.417240        0.102545             0.023146         1.740692
123      0.3758      -0.493410        0.192835             0.034116         4.331442
123      0.3442      -0.427880        0.089009             0.021570         1.664992
124      0.5085      -0.884018        0.178082             0.921756         0.303988
124      0.4760      -0.831907        0.281098             0.868857         0.986676
124      0.4902      -0.856197        0.219647             0.895502         0.682255
124      0.4422      -0.702418        0.527985             0.320105       270.833618
124      0.3787      -0.499925        0.189223             0.030407         3.475419
124      0.4639      -0.802086        0.281483             0.831158         1.554052
124      0.5372      -0.914837        0.149541             0.945913         0.188753
124      0.4208      -0.615013        0.271423             0.093573        22.898427
124      0.4090      -0.576238        0.179582             0.056903         8.801403
124      0.4317      -0.651439        0.332832             0.147604        40.403550
124      0.3495      -0.438187        0.133544             0.022538         1.847563
124      0.4528      -0.762626        0.470171             0.741450        17.593876
124      0.3955      -0.541878        0.191814             0.044623         7.069781
124      0.0000       0.003902        0.000000             0.014568         0.000000
124      0.5117      -0.888893        0.168495             0.925705         0.274099
124      0.4779      -0.833770        0.299504             0.869364         1.899472
124      0.4925      -0.830293        0.180770             0.063662        13.021370
124      0.5433      -0.891930        0.110117             0.090886        18.534877
124      0.4437      -0.722990        0.566877             0.624207        56.822622
124      0.4655      -0.806602        0.314798             0.838478         1.564606
124      0.3814      -0.505656        0.215045             0.033355         2.780628
124      0.4224      -0.621886        0.325220             0.094528        26.504997
124      0.4332      -0.664162        0.434395             0.267559        87.869095
124      0.4543      -0.771926        0.240637             0.783541         3.439857
124      0.4107      -0.582526        0.254602             0.075345        18.327705
124      0.3543      -0.449155        0.135105             0.028316         2.188300
124      0.3976      -0.547318        0.250164             0.052598         7.678402
124      0.2719      -0.309368        0.066006             0.012774         0.515593
124      0.5151      -0.892787        0.131614             0.928399         0.251488
124      0.4798      -0.806889        0.233963             0.085844        26.723856
124      0.4949      -0.865085        0.216933             0.904387         0.459585
124      0.5504      -0.924724        0.119561             0.953526         0.123197
124      0.4452      -0.739044        0.423823             0.714677        14.050553
124      0.4672      -0.808936        0.315961             0.840881         1.660737
124      0.4239      -0.624122        0.313485             0.123166        44.627414
124      0.4347      -0.673845        0.387271             0.302378       132.035808
124      0.3840      -0.512614        0.162836             0.042512         4.843105
124      0.4559      -0.774244        0.446925             0.779382         7.135345
124      0.4125      -0.590316        0.270272             0.068055        10.468505
124      0.3586      -0.457712        0.125309             0.024809         2.025118
124      0.3996      -0.552082        0.189839             0.041696         7.306416
124      0.2965      -0.347412        0.064985             0.016778         0.892268
124      0.5188      -0.896506        0.172639             0.931573         0.307200
124      0.4818      -0.842787        0.285536             0.881439         0.897551
124      0.4974      -0.867816        0.194292             0.906777         0.382809
124      0.5590      -0.931249        0.118182             0.957981         0.114763
124      0.4362      -0.676791        0.461208             0.083650        26.666897
124      0.4467      -0.736999        0.598093             0.676240        18.501467
124      0.4689      -0.814438        0.274450             0.848664         1.410990
124      0.4574      -0.782745        0.365884             0.803076         2.795694
124      0.3865      -0.519343        0.191398             0.033503         4.127960
124      0.4255      -0.634493        0.518447             0.243542       136.461993
124      0.4142      -0.592726        0.260970             0.089010        21.870633
124      0.3626      -0.464632        0.150411             0.025723         2.357952
124      0.4016      -0.557396        0.174827             0.050502        11.791548
124      0.3115      -0.370537        0.085745             0.018439         0.964228
124      0.5228      -0.901003        0.131121             0.935329         0.201563
124      0.4838      -0.818708        0.198646             0.233944        72.023919
124      0.5000      -0.872527        0.135515             0.911165         0.279547
124      0.5698      -0.939259        0.080380             0.963383         0.071012
124      0.4482      -0.746721        0.427175             0.716409        11.264135
124      0.4377      -0.700688        0.464873             0.578840        19.550670
124      0.4590      -0.786401        0.375028             0.808598         3.170673
124      0.4706      -0.820434        0.241564             0.858029         1.134194
124      0.3888      -0.524243        0.214262             0.040883         4.778542
124      0.4271      -0.639645        0.369182             0.189438       117.165024
124      0.4159      -0.599889        0.224990             0.074143        22.937379
124      0.3662      -0.472668        0.127236             0.034841         3.576946
124      0.4035      -0.562058        0.208552             0.050617         7.662048
124      0.3224      -0.390148        0.097454             0.021766         1.368898
124      0.5271      -0.904484        0.117814             0.938141         0.192509
124      0.4859      -0.850797        0.201348             0.889973         0.534345
124      0.5848      -0.947266        0.088342             0.968983         0.071023
124      0.5027      -0.876721        0.151254             0.915094         0.367708
124      0.4606      -0.792226        0.222204             0.816418         1.521051
124      0.4724      -0.820982        0.323579             0.852945         2.028132
124      0.4392      -0.688145        0.389337             0.241125       192.516644
124      0.4286      -0.646696        0.608881             0.230665       187.295905
124      0.4497      -0.751389        0.504276             0.727793        10.622915
124      0.3911      -0.531498        0.197717             0.045723         6.003478
124      0.4175      -0.602937        0.217937             0.116565        36.281607
124      0.4054      -0.568634        0.174142             0.054489        10.037946
124      0.3696      -0.480447        0.145755             0.032043         2.765790
124      0.3310      -0.403893        0.096348             0.020114         1.288752
124      0.5318      -0.910116        0.138255             0.942435         0.168446
124      0.4880      -0.850369        0.299373             0.878630         9.599150
124      1.0000      -0.998559        0.004744             0.999266         0.001254
124      0.5055      -0.879148        0.162247             0.917142         0.348386
124      0.4622      -0.795036        0.261281             0.821223         1.712198
124      0.4742      -0.826496        0.247738             0.863612         0.843115
124      0.4407      -0.707828        0.695196             0.531056        91.635382
124      0.4301      -0.651165        0.325540             0.094117        40.385229
124      0.4512      -0.759060        0.462399             0.752888         9.882466
124      0.3933      -0.535100        0.228340             0.047699         7.845737
124      0.4192      -0.607771        0.280958             0.096136        28.984994
124      0.4072      -0.572298        0.254890             0.048996         9.746692
124      0.3728      -0.487245        0.135168             0.033634         4.278056
124      0.3381      -0.417754        0.111454             0.022880         1.516106
124      0.3758      -0.491834        0.166828             0.027271         2.486014
124      0.3442      -0.428543        0.132100             0.023633         1.428659
125      0.5085      -0.856132        0.177116             0.041628         6.352284
125      0.4902      -0.857404        0.206144             0.897298         0.527597
125      0.5372      -0.915144        0.134908             0.946335         0.172754
125      0.4528      -0.768746        0.430586             0.781052         3.940178
125      0.4760      -0.830932        0.252838             0.869216         0.878688
125      0.4317      -0.657248        0.365048             0.096278        22.424848
125      0.4639      -0.802994        0.245405             0.835273         1.375035
125      0.4422      -0.716599        0.425128             0.627276        14.308458
125      0.3787      -0.501987        0.149027             0.039521         5.554778
125      0.4208      -0.615382        0.294753             0.092648        35.419492
125      0.3955      -0.538776        0.200227             0.048364         5.089486
125      0.3495      -0.439104        0.119807             0.022318         1.909233
125      0.4090      -0.577504        0.245800             0.050985        10.115812
125      0.0000       0.004160        0.000000             0.004800         0.000000
125      0.5433      -0.919959        0.144420             0.949696         0.203647
125      0.5117      -0.859109        0.202400             0.170296        55.353621
125      0.4925      -0.862976        0.206164             0.902193         0.443335
125      0.4779      -0.835190        0.209759             0.872872         0.814865
125      0.4543      -0.771299        0.223261             0.772017         4.382250
125      0.4655      -0.805407        0.289443             0.839016         1.398643
125      0.4332      -0.666757        0.516707             0.222109       228.164283
125      0.4437      -0.729540        0.765267             0.663584        72.465686
125      0.4224      -0.622333        0.374181             0.072061        17.177448
125      0.3814      -0.505075        0.168450             0.034525         4.459426
125      0.3976      -0.547484        0.181994             0.040401         5.726083
125      0.4107      -0.582150        0.228766             0.055901        10.671461
125      0.3543      -0.450179        0.103549             0.025202         1.984669
125      0.2719      -0.309672        0.039050             0.015854         0.560558
125      0.5504      -0.925523        0.135344             0.953782         0.136495
125      0.5151      -0.891643        0.159786             0.927747         0.238190
125      0.4949      -0.864570        0.188763             0.903571         0.397498
125      0.4798      -0.837810        0.228621             0.877553         0.649760
125      0.4672      -0.809582        0.276361             0.841668         1.482766
125      0.4559      -0.777285        0.260949             0.791988         3.397923
125      0.4452      -0.731991        0.408687             0.675848        10.278470
125      0.4347      -0.671343        0.480822             0.151773       128.345681
125      0.4239      -0.628367        0.353425             0.106578        38.600827
125      0.3840      -0.511965        0.193356             0.035370         3.921682
125      0.3996      -0.551718        0.214892             0.046383         8.456834
125      0.4125      -0.588983        0.267430             0.051782         7.982115
125      0.3586      -0.457926        0.125430             0.030054         2.754576
125      0.2965      -0.347534        0.068454             0.016125         0.696877
125      0.5590      -0.931011        0.120439             0.957610         0.117386
125      0.5188      -0.896622        0.153262             0.931419         0.243015
125      0.4974      -0.840096        0.204050             0.202948        20.597472
125      0.4818      -0.841971        0.213381             0.880677         0.674629
125      0.4574      -0.781315        0.356437             0.797932         3.879164
125      0.4689      -0.814847        0.251030             0.847721         1.329362
125      0.4467      -0.741091        0.411819             0.709850        14.303723
125      0.4362      -0.675324        0.410162             0.187583       112.819035
125      0.4255      -0.631284        0.348067             0.077855        19.938228
125      0.3865      -0.519283        0.207170             0.037277         5.872225
125      0.4016      -0.558828        0.239436             0.043131         7.302988
125      0.4142      -0.593600        0.249983             0.066875        11.271379
125      0.3626      -0.466451        0.094154             0.031651         3.458030
125      0.3115      -0.370694        0.086336             0.019066         1.055392
125      0.5698      -0.938616        0.096137             0.962973         0.090705
125      0.5228      -0.900436        0.178104             0.935265         0.238395
125      0.5000      -0.873655        0.213769             0.911892         0.430119
125      0.4838      -0.818332        0.273766             0.358889       137.982584
125      0.4590      -0.785610        0.434319             0.806377         3.957041
125      0.4706      -0.819378        0.315404             0.854520         1.433366
125      0.4482      -0.744068        0.620373             0.642982       103.637709
125      0.4377      -0.683250        0.313830             0.298839        55.176531
125      0.4271      -0.635914        0.445143             0.133576        41.438665
125      0.3888      -0.524297        0.201805             0.038826         6.039394
125      0.4159      -0.599598        0.259708             0.082164        20.072373
125      0.4035      -0.560796        0.230229             0.046868         8.039645
125      0.3662      -0.474122        0.141110             0.028562         2.314683
125      0.3224      -0.388361        0.082495             0.020796         0.966694
125      0.5848      -0.946821        0.099030             0.968445         0.088096
125      0.5271      -0.876494        0.158140             0.307273       104.680045
125      0.4859      -0.850072        0.173670             0.889948         0.517655
125      0.5027      -0.876617        0.174826             0.914723         0.393530
125      0.4606      -0.793220        0.306922             0.819375         1.583451
125      0.4724      -0.823154        0.309627             0.855973         2.093786
125      0.4497      -0.755607        0.406080             0.741146         7.091821
125      0.4392      -0.682619        0.438445             0.192343       113.312597
125      0.4286      -0.642429        0.353110             0.143854        70.576543
125      0.3911      -0.529851        0.239113             0.045062         6.652543
125      0.4054      -0.568116        0.233722             0.062292        19.377468
125      0.4175      -0.605199        0.300814             0.094839        36.817574
125      0.3696      -0.479933        0.133764             0.027496         3.091956
125      0.3310      -0.403873        0.091378             0.021999         1.143807
125      1.0000      -0.978986        0.008777             0.221551       117.935909
125      0.5318      -0.910191        0.145509             0.942719         0.192946
125      0.5055      -0.851487        0.177714             0.348063        26.835536
125      0.4880      -0.854004        0.197166             0.893802         0.513682
125      0.4622      -0.795194        0.256060             0.821984         1.516519
125      0.4742      -0.827502        0.225599             0.864064         1.077379
125      0.4512      -0.763553        0.321590             0.766749         6.853734
125      0.4407      -0.710252        0.641816             0.615220        37.652460
125      0.4301      -0.647877        0.413459             0.141036        77.956061
125      0.4072      -0.573025        0.230950             0.070225        17.758838
125      0.3933      -0.534721        0.219333             0.038981         6.467689
125      0.4192      -0.609860        0.308543             0.114440        24.683104
125      0.3728      -0.486395        0.154334             0.031521         3.214609
125      0.3381      -0.417508        0.090227             0.020440         1.201762
125      0.3758      -0.492797        0.155366             0.029728         3.567837
125      0.3442      -0.429669        0.151799             0.022749         1.282338
126      0.5085      -0.884694        0.208659             0.921963         0.343105
126      0.5372      -0.915301        0.138406             0.946447         0.183489
126      0.4760      -0.831901        0.228194             0.866740         1.145206
126      0.4639      -0.802419        0.346742             0.834119         1.592270
126      0.4528      -0.768920        0.471936             0.776856         7.218876
126      0.4902      -0.858120        0.231890             0.894883         1.722487
126      0.4317      -0.658051        0.390923             0.202460        59.533665
126      0.4208      -0.617121        0.339194             0.103925        37.846699
126      0.4422      -0.723381        0.458044             0.647640        35.880395
126      0.3787      -0.501206        0.165551             0.034355         4.580193
126      0.4090      -0.577302        0.254006             0.056446        11.686738
126      0.3955      -0.542777        0.236214             0.050446        10.723669
126      0.3495      -0.439229        0.130034             0.024541         1.719148
126      0.0000      -0.001512        0.000000             0.003275         0.000000
126      0.5117      -0.888056        0.206190             0.924934         0.337372
126      0.5433      -0.892732        0.139246             0.383627       133.811813
126      0.4779      -0.835078        0.242880             0.873340         0.863097
126      0.4925      -0.861402        0.201076             0.900770         0.462607
126      0.4655      -0.807392        0.338104             0.839642         1.926870
126      0.4543      -0.770697        0.462104             0.777399         7.297721
126      0.4437      -0.729942        0.439639             0.686973        10.580049
126      0.4224      -0.620164        0.267079             0.090021        20.944548
126      0.4332      -0.660867        0.372938             0.180682        97.140934
126      0.3814      -0.507125        0.155610             0.044694         5.583598
126      0.4107      -0.584152        0.339337             0.065845        12.243192
126      0.3976      -0.546555        0.174365             0.042811         7.078751
126      0.3543      -0.447324        0.121474             0.025273         1.739241
126      0.2719      -0.310102        0.045156             0.014281         0.479126
126      0.4798      -0.837780        0.238021             0.876638         0.754460
126      0.5504      -0.925539        0.114644             0.954011         0.106134
126      0.4559      -0.776867        0.267453             0.792453         2.149068
126      0.4949      -0.865448        0.159195             0.903318         0.435358
126      0.5151      -0.893008        0.164921             0.928405         0.328610
126      0.3840      -0.512425        0.179377             0.042453         7.334636
126      0.3996      -0.552944        0.214849             0.053233        12.190646
126      0.4452      -0.739538        0.345021             0.709560         9.121383
126      0.4672      -0.811248        0.327037             0.843321         1.670960
126      0.4239      -0.631002        0.312261             0.142574        40.454047
126      0.4347      -0.669683        0.460853             0.203934       182.924208
126      0.4125      -0.589478        0.297744             0.071465        16.237572
126      0.3586      -0.457213        0.106486             0.026236         2.482545
126      0.2965      -0.347001        0.076035             0.016194         0.726422
126      0.4818      -0.841306        0.220566             0.880699         0.769310
126      0.4974      -0.868946        0.144391             0.908285         0.249784
126      0.5188      -0.896897        0.147487             0.932274         0.242890
126      0.4574      -0.783288        0.264600             0.804792         2.717683
126      0.3865      -0.518798        0.231938             0.037095         5.139935
126      0.5590      -0.905010        0.120366             0.237739         9.556002
126      0.4362      -0.687099        0.415121             0.469368        47.236522
126      0.4689      -0.813207        0.293592             0.842247         2.962018
126      0.4467      -0.740023        0.539845             0.702380        20.793371
126      0.4255      -0.631509        0.420525             0.086955        26.641105
126      0.4016      -0.557957        0.261055             0.044209         8.605011
126      0.4142      -0.593759        0.288948             0.062312        13.635129
126      0.3626      -0.464301        0.114281             0.028711         2.942236
126      0.3115      -0.371240        0.082828             0.017467         0.883009
126      0.4838      -0.816754        0.233481             0.041071         7.273515
126      0.5000      -0.843769        0.172469             0.108075        55.762671
126      0.5228      -0.900044        0.145562             0.934946         0.188053
126      0.4590      -0.785305        0.304893             0.804011         3.791367
126      0.5698      -0.938569        0.095069             0.963090         0.098894
126      0.3888      -0.524269        0.232452             0.040243         7.264620
126      0.4706      -0.818535        0.277405             0.854897         1.196025
126      0.4482      -0.749713        0.426282             0.726214        13.236667
126      0.4377      -0.700362        0.348725             0.563049        37.693352
126      0.4271      -0.642123        0.351358             0.186607        47.750207
126      0.4035      -0.562392        0.251600             0.054868         9.499652
126      0.4159      -0.599398        0.249751             0.079536        18.761798
126      0.3662      -0.471987        0.109023             0.026858         2.678019
126      0.3224      -0.387807        0.109564             0.020367         1.530139
126      0.4859      -0.849397        0.193168             0.888913         0.555150
126      0.5027      -0.876488        0.159703             0.915015         0.303885
126      0.5271      -0.905882        0.103973             0.939281         0.136179
126      0.4606      -0.794041        0.322296             0.824849         2.057230
126      0.5848      -0.908578        0.086781             0.211497        87.165657
126      0.3911      -0.530689        0.252618             0.040971         6.025283
126      0.4724      -0.822065        0.318881             0.857211         1.587709
126      0.4497      -0.757075        0.356168             0.756435         6.083691
126      0.4392      -0.699084        0.402351             0.522203        16.305335
126      0.4286      -0.643394        0.414677             0.190537        59.047090
126      0.4054      -0.566228        0.249568             0.054912         8.301917
126      0.4175      -0.602152        0.201291             0.048297         8.553196
126      0.3696      -0.481531        0.175846             0.034927         4.092068
126      0.3310      -0.404403        0.118549             0.020602         1.493982
126      0.4880      -0.853657        0.168917             0.892904         0.491050
126      0.5055      -0.879742        0.142795             0.918182         0.272309
126      0.4622      -0.796590        0.398897             0.822173         3.182767
126      0.5318      -0.909604        0.115057             0.942176         0.147421
126      1.0000      -0.998547        0.007510             0.999258         0.001985
126      0.3933      -0.534771        0.240833             0.041218         5.682355
126      0.4742      -0.824548        0.212879             0.859703         1.126538
126      0.4512      -0.760276        0.463566             0.761411         6.706675
126      0.4407      -0.715936        0.670930             0.624039        50.352511
126      0.4192      -0.609189        0.243436             0.074695        23.293896
126      0.4301      -0.650062        0.414867             0.090266        29.095363
126      0.4072      -0.572250        0.271819             0.047696        10.402259
126      0.3728      -0.487615        0.147562             0.029866         2.849443
126      0.3381      -0.416781        0.132464             0.019439         1.076301
126      0.3758      -0.493002        0.162334             0.028483         3.299399
126      0.3442      -0.428898        0.101917             0.027032         2.389823
127      0.4639      -0.802004        0.265191             0.833851         1.427547
127      0.4760      -0.799669        0.181561             0.303822        27.557121
127      0.4422      -0.715013        0.379803             0.604639        27.703784
127      0.5372      -0.914942        0.136100             0.946023         0.143047
127      0.4528      -0.769205        0.323472             0.782259         3.436565
127      0.4902      -0.848780        0.621141             0.793714       169.163161
127      0.5085      -0.883489        0.167668             0.920818         0.285834
127      0.4317      -0.655603        0.410683             0.169785        91.855845
127      0.3787      -0.500135        0.128832             0.037620         4.315751
127      0.3955      -0.539973        0.217049             0.041190         5.004915
127      0.4090      -0.577713        0.246317             0.066078        18.165963
127      0.4208      -0.616362        0.329954             0.101323        32.226831
127      0.3495      -0.438337        0.116096             0.026865         1.913181
127      0.0000       0.002666        0.000000             0.019282         0.000000
127      0.3814      -0.506903        0.164229             0.034235         5.140730
127      0.4655      -0.802858        0.269432             0.833842         1.514979
127      0.4925      -0.832877        0.229311             0.058285         9.285875
127      0.4779      -0.833528        0.237359             0.871977         0.944005
127      0.3976      -0.546596        0.219032             0.047943         8.881780
127      0.4543      -0.771143        0.382446             0.780588         3.576040
127      0.3543      -0.447092        0.121338             0.031454         2.458499
127      0.5433      -0.920925        0.132025             0.950443         0.149125
127      0.4437      -0.719278        0.386680             0.581737        21.553687
127      0.5117      -0.888051        0.143435             0.924553         0.276859
127      0.4224      -0.620639        0.330728             0.088430        23.746210
127      0.4332      -0.657658        0.393292             0.090321        15.065149
127      0.4107      -0.584763        0.252949             0.065060        14.134358
127      0.2719      -0.309588        0.050348             0.015059         0.560582
127      0.4949      -0.864900        0.237919             0.904254         0.563604
127      0.4798      -0.839544        0.227817             0.878020         0.788809
127      0.4672      -0.809491        0.319261             0.841989         2.069688
127      0.3996      -0.551179        0.221113             0.054622        11.026986
127      0.4559      -0.776338        0.328757             0.786726         5.283166
127      0.3840      -0.512927        0.181462             0.040294         5.188511
127      0.4452      -0.733278        0.512809             0.670729        29.865227
127      0.5504      -0.926054        0.092834             0.954277         0.109486
127      0.3586      -0.455489        0.129994             0.025806         2.064917
127      0.5151      -0.864471        0.149227             0.148029        35.633751
127      0.4347      -0.668799        0.307740             0.250245       182.188481
127      0.4239      -0.628753        0.301666             0.188971        82.676748
127      0.4125      -0.589903        0.353793             0.056276        10.784079
127      0.2965      -0.346562        0.061051             0.016818         0.739120
127      0.4974      -0.868831        0.196229             0.907640         0.453926
127      0.4818      -0.841125        0.200543             0.880642         0.582652
127      0.4689      -0.813961        0.253154             0.847526         1.108059
127      0.4016      -0.556767        0.219665             0.059546        11.180642
127      0.4574      -0.782222        0.346742             0.795987         5.101044
127      0.3865      -0.518353        0.152464             0.038900         5.156003
127      0.5590      -0.920093        0.871097             0.769219       479.122555
127      0.4467      -0.741694        0.334061             0.704328         9.455085
127      0.3626      -0.464760        0.124749             0.025932         2.654761
127      0.5188      -0.869031        0.166040             0.227615        14.926513
127      0.4362      -0.673471        0.335446             0.149403        62.687222
127      0.4255      -0.633837        0.225254             0.089061        52.460360
127      0.4142      -0.594781        0.377243             0.086067        27.737927
127      0.3115      -0.371102        0.084648             0.015583         0.776733
127      0.5000      -0.872766        0.186895             0.911269         0.403576
127      0.4706      -0.817876        0.309768             0.853907         1.542180
127      0.4590      -0.785724        0.336446             0.808100         2.989835
127      0.4838      -0.846510        0.230475             0.886023         0.458048
127      0.4035      -0.562666        0.195001             0.047289         8.346969
127      0.5698      -0.913200        0.097040             0.302213         9.461332
127      0.4482      -0.748430        0.424265             0.730649        10.869853
127      0.3888      -0.523669        0.186915             0.033809         4.561144
127      0.3662      -0.472716        0.120137             0.028680         2.933734
127      0.5228      -0.901049        0.107407             0.935215         0.209783
127      0.4377      -0.683135        0.625527             0.384559        42.018409
127      0.4271      -0.642150        0.442007             0.245144       123.400598
127      0.4159      -0.598934        0.303988             0.053413        11.330337
127      0.3224      -0.388901        0.065701             0.019493         1.284961
127      0.5027      -0.859170        0.691806             0.630345       354.682649
127      0.4724      -0.822761        0.227278             0.859267         0.979356
127      0.4606      -0.791273        0.336197             0.812155         2.994411
127      0.4859      -0.849927        0.215858             0.889205         0.738176
127      0.4054      -0.567538        0.200105             0.053705         9.728878
127      0.5848      -0.920374        0.102185             0.429040       171.445158
127      0.4497      -0.754274        0.400942             0.746392         8.873739
127      0.5271      -0.905728        0.109771             0.939008         0.164784
127      0.4392      -0.704763        0.630523             0.564555        53.452101
127      0.3696      -0.479032        0.178531             0.030342         2.991092
127      0.3911      -0.529736        0.168742             0.040963         6.096089
127      0.4286      -0.647434        0.311322             0.196056        46.004979
127      0.4175      -0.603343        0.273892             0.046822         8.810251
127      0.3310      -0.403606        0.085388             0.021386         1.385580
127      0.5055      -0.852375        0.169063             0.116529        24.827472
127      0.4742      -0.827664        0.253880             0.865540         0.953676
127      1.0000      -0.998601        0.005887             0.999288         0.001541
127      0.4622      -0.796135        0.335535             0.818522         4.419269
127      0.4880      -0.852674        0.210017             0.892401         0.569525
127      0.4072      -0.572124        0.239696             0.067694        15.434689
127      0.4512      -0.762702        0.393102             0.766039         5.697502
127      0.4407      -0.708852        0.617097             0.552101        61.614777
127      0.5318      -0.881514        0.151546             0.208937        52.840315
127      0.3728      -0.487159        0.120698             0.030414         4.566909
127      0.4301      -0.650856        0.354178             0.135863        40.474768
127      0.3933      -0.535109        0.252584             0.050838         8.591153
127      0.4192      -0.611735        0.365490             0.085930        29.177841
127      0.3381      -0.416589        0.123950             0.021560         1.677909
127      0.3758      -0.493789        0.186094             0.035966         4.039801
127      0.3442      -0.428351        0.117459             0.025952         2.147927
128      0.5085      -0.884534        0.173019             0.921449         0.331962
128      0.4639      -0.799314        0.291557             0.826017         2.863772
128      0.4902      -0.856075        0.261269             0.895486         0.598064
128      0.4760      -0.800260        0.281796             0.155161        49.972233
128      0.5372      -0.887620        0.147571             0.213990        25.199645
128      0.3955      -0.540419        0.259653             0.053065         9.121144
128      0.4528      -0.764635        0.286647             0.765879         4.913255
128      0.4422      -0.721844        0.367922             0.662736        11.008383
128      0.3495      -0.440127        0.118957             0.024977         2.313341
128      0.4317      -0.656115        0.390725             0.128353        45.873041
128      0.4090      -0.577258        0.278057             0.062430        15.049421
128      0.3787      -0.500033        0.202770             0.032900         3.540095
128      0.0000       0.004883        0.000000             0.010376         0.000000
128      0.4208      -0.617054        0.274011             0.153267        35.280022
128      0.4925      -0.860975        0.173092             0.900256         0.464571
128      0.4655      -0.804662        0.303197             0.836350         1.391510
128      0.5117      -0.888121        0.167566             0.924474         0.310018
128      0.4779      -0.835669        0.191940             0.874209         0.687919
128      0.5433      -0.920227        0.119430             0.950244         0.121803
